#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
570000,1139.9999999868664,-63.144180931092706,76.48294084327219,13.338759912179484,360.7366045417195,478
575000,1149.99999998663,-79.41756295795676,88.67509291688319,9.257529958926426,418.24165720572927,478
580000,1159.9999999863935,-85.43891754306037,43.54814896691747,-41.8907685761429,205.39758564716166,479
585000,1169.999999986157,-92.04607716036844,51.70960762957105,-40.33646953079739,243.89161913505197,479
590000,1179.9999999859206,-57.62846599915065,72.61952347165287,14.99105747250222,342.51455333396905,480
595000,1189.999999985684,-68.90110634214943,44.79623695827763,-24.1048693838718,211.28427121662955,480
600000,1199.9999999854476,-80.27924209492267,73.99165351200568,-6.287588582916982,348.9862910350712,480
605000,1209.9999999852112,-73.56989935564343,58.181038739803405,-15.388860615840024,274.4145312967935,480
610000,1219.9999999849747,-78.55440002379544,78.05244933429434,-0.5019506895011006,368.1392901289661,480
615000,1229.9999999847382,-54.809467754079606,50.867085955765525,-3.9423817983140808,239.91781262983116,480
620000,1239.9999999845018,-76.75465116393752,70.95811500339661,-5.79653616054091,334.6784157196511,480
625000,1249.9999999842653,-63.325716924236076,65.39044547109782,2.064728546861744,308.4181519255645,480
630000,1259.9999999840288,-79.96776958319742,70.60947011766972,-9.358299465527708,333.03401017141675,480
635000,1269.9999999837923,-81.62775339338987,56.83053176829167,-24.797221625098196,268.044780160898,480
640000,1279.9999999835559,-73.68851619117459,70.47891048629313,-3.2096057048814544,332.41821745223353,476
645000,1289.9999999833194,-61.594568336228804,76.177990799821,14.5834224635922,359.29828846735643,476
650000,1299.999999983083,-81.06763784407599,63.211636553976746,-17.856001290099243,298.14166252751573,476
655000,1309.9999999828465,-64.42027385203255,85.68056945551004,21.260295603477488,404.11779881631577,477
660000,1319.99999998261,-71.38864198472822,51.893902158998294,-19.49473982572993,244.76085588311886,476
665000,1329.9999999823735,-70.08662388607627,55.59374090599222,-14.492882980084048,262.21137821171834,477
670000,1339.999999982137,-71.55856395164392,58.64657211093771,-12.911991840706207,276.6102487437465,477
675000,1349.9999999819006,-66.05781102721812,63.49173020921027,-2.5660808180078547,299.46274188231814,477
680000,1359.9999999816641,-79.2159767753401,38.64442242203369,-40.571554353306404,182.26885074368312,477
685000,1369.9999999814277,-74.17381159220827,60.155933185626225,-14.017878406582042,283.72924525600564,478
690000,1379.9999999811912,-75.99033976421924,50.88360319079726,-25.106736573421983,239.99571720850025,478
695000,1389.9999999809547,-62.7171077401581,65.72168102586792,3.0045732857098244,309.9804452685482,479
700000,1399.9999999807183,-56.140250902361004,76.04202769142198,19.901776789060975,358.65700990868663,479
705000,1409.9999999804818,-73.87644073603883,68.40910329304032,-5.467337442998513,322.6558415456888,479
710000,1419.9999999802453,-62.815147787856404,60.77885799938248,-2.0362897884739226,286.66730934875136,480
715000,1429.9999999800089,-78.33337471532286,51.60239728459482,-26.73097743072804,243.3859547948467,480
720000,1439.9999999797724,-70.22199076641118,84.09968116457485,13.877690398163665,396.6614396865022,480
725000,1449.999999979536,-90.56490509322612,79.59741436860966,-10.967490724616454,375.4262149578198,480
730000,1459.9999999792994,-77.5015380722798,60.802727115871605,-16.698810956408195,286.7798895390626,481
735000,1469.999999979063,-70.78826323308749,69.14933564960175,-1.6389275834857386,326.1471940477465,477
740000,1479.9999999788265,-78.94165496132337,50.196810831473705,-28.74484412984966,236.75641781708086,478
745000,1489.99999997859,-73.46574734407113,51.68925580487684,-21.776491539194296,243.7956284728798,478
750000,1499.9999999783536,-56.375046492146794,61.16474975314272,4.789703260995928,288.4873920944891,478
755000,1509.999999978117,-73.43207079880813,63.996763530003236,-9.435307268804891,301.84476332807577,479
760000,1519.9999999778806,-79.00172813161635,38.07830606420749,-40.92342206740886,179.5987273090177,479
765000,1529.9999999776442,-77.56199790362734,76.02890206306044,-1.5330958405669008,358.59510205635496,479
770000,1539.9999999774077,-69.70421930053271,46.441336418754,-23.262882881778715,219.04348636921821,479
775000,1549.9999999771712,-57.97137283345364,34.77371410634763,-23.19765872710601,164.01241133932916,480
780000,1559.9999999769348,-70.05196418608193,79.16786002974305,9.115895843661121,373.40019488118025,480
785000,1569.9999999766983,-68.90527886369819,63.337510066800256,-5.56776879689793,298.7353528735857,480
790000,1579.9999999764618,-75.06624572188412,42.4186817384402,-32.647563983443916,200.07038237216,480
795000,1589.9999999762254,-75.87458629473144,54.53693518235671,-21.337651112374736,257.22688749782526,481
800000,1599.9999999759889,-74.40970019278564,57.44153448995874,-16.968165702826894,270.92661295589454,481
805000,1609.9999999757524,-49.68207069217169,105.07169925706854,55.38962856489685,495.57728305837975,481
810000,1619.999999975516,-92.07133134067408,49.560346313102066,-42.51098502757201,233.75449285528904,481
815000,1629.9999999752795,-62.372709526563995,85.10854800448486,22.735838477920865,401.41982363789396,481
820000,1639.999999975043,-74.58459139353874,83.19253944227228,8.607948048733533,392.382848655175,481
825000,1649.9999999748065,-72.14667645463487,59.08592917545066,-13.060747279184213,278.6825039929085,481
830000,1659.99999997457,-91.53313007146016,67.1310004459546,-24.402129625505566,316.6275890199707,482
835000,1669.9999999743336,-78.33804954530206,66.26308895955472,-12.074960585747334,312.5340298655414,478
840000,1679.9999999740971,-70.02679090504535,63.68949738723691,-6.337293517808433,300.395523225511,478
845000,1689.9999999738607,-99.95053670120171,51.610816394835986,-48.33972030636573,243.42566405822197,479
850000,1699.9999999736242,-86.54215394560742,81.67681746124433,-4.865336484363098,385.2338505277923,479
855000,1709.9999999733877,-74.18881841896928,66.09166781542837,-8.09715060354091,311.7255112495337,479
860000,1719.9999999731513,-89.92371034991811,66.13360399413696,-23.79010635578115,311.92330587599554,479
865000,1729.9999999729148,-75.88823960110665,86.57664828853386,10.688408687427213,408.34421103403,480
870000,1739.9999999726783,-58.04050564893987,63.17987262567771,5.13936697673784,297.9918459603811,480
875000,1749.9999999724419,-89.37458935838367,60.642931286420506,-28.731658071963167,286.02620245145124,480
880000,1759.9999999722054,-69.66020725166891,62.11125218374002,-7.548955067928887,292.9516303839637,480
885000,1769.999999971969,-76.4661582942307,57.471445201553664,-18.99471309267703,271.06768870979755,481
890000,1779.9999999717324,-65.06942759385674,66.03367434441145,0.9642467505547074,311.45198139320803,481
895000,1789.999999971496,-83.27064733061707,64.13244270766798,-19.13820462294909,302.4847027095659,481
900000,1799.9999999712595,-73.87783670090175,48.436653556580076,-25.441183144321677,228.4545252407262,481
905000,1809.999999971023,-89.98996350097514,80.82245170480068,-9.167511796174452,381.2041806613085,482
910000,1819.9999999707866,-54.11296131349445,67.76510466966243,13.652143356167983,319.61838150341697,482
915000,1829.99999997055,-100.00842945516109,63.29601535947242,-36.71241409568867,298.5396404746787,482
920000,1839.9999999703136,-70.10586225129009,52.19412780730614,-17.911734443983953,246.17688905042135,482
925000,1849.9999999700772,-65.8310351294931,61.57251681834442,-4.258518311148684,290.41065112353493,482
930000,1859.9999999698407,-77.9539985631709,70.14616025908624,-7.807838304084655,330.848780061364,479
935000,1869.9999999696042,-92.88393265544437,59.65751723351982,-33.22641542192455,281.3784350461743,479
940000,1879.9999999693678,-80.59781633294915,87.5889473765192,6.99113104357005,413.11878339950454,479
945000,1889.9999999691313,-94.30894634214201,54.473874547252514,-39.835071794889494,256.92945804314013,479
950000,1899.9999999688948,-85.44009035829095,63.3278233391673,-22.112267019123642,298.68966481299464,479
955000,1909.9999999686584,-66.87844145535928,56.793094904480554,-10.085346550878725,267.8682068363498,479
960000,1919.999999968422,-64.85447070428393,54.460882841580016,-10.39358786270391,256.8681818456007,480
965000,1929.9999999681854,-90.66618977957114,60.694905590221,-29.971284189350143,286.2713425267372,480
970000,1939.999999967949,-59.46979958592124,70.62649437151673,11.15669478559549,333.1143061362413,480
975000,1949.9999999677125,-64.55836978083244,65.30566000371992,0.7472902228874858,308.0182559320375,480
980000,1959.999999967476,-40.78252944895394,57.02889376599206,16.246364317038122,268.9803670085217,480
985000,1969.9999999672395,-79.9300190514914,79.67806508595112,-0.25195396554028093,375.8066091425469,481
990000,1979.999999967003,-79.71824952571478,57.10969276132278,-22.608556764392,269.3614605557182,481
995000,1989.9999999667666,-74.38072683649307,81.95434931161087,7.573622475117801,386.5428469686923,481
1000000,1999.9999999665301,-80.63099266060453,62.78495021991042,-17.846042440694113,296.12916957603716,481
1005000,2009.9999999662937,-67.5468682383289,66.87350341682756,-0.6733648215013375,315.4130880744956,481
1010000,2019.9999999660572,-88.21746586667723,59.58830483096783,-28.6291610357094,281.0519903931118,481
1015000,2029.9999999658207,-71.57030610469883,52.98584469558474,-18.58446140911409,249.91107158690627,482
1020000,2039.9999999655843,-91.0947145990549,52.12258467438891,-38.972129924665985,245.8394513608884,482
1025000,2049.999999965348,-80.95905961570679,57.292674710722274,-23.66638490498452,270.2245064374667,482
1030000,2059.9999999651113,-64.51765189081198,72.1570316952173,7.639379804405323,340.33318175985926,478
1035000,2069.999999964875,-57.84835580818435,73.42064123110339,15.572285422919038,346.29307567105405,479
1040000,2079.9999999646384,-80.33223226292466,53.51154111128327,-26.82069115164139,252.39055182038013,479
1045000,2089.999999964402,-75.55114447771666,62.91839495293624,-12.632749524780422,296.75857005874553,479
1050000,2099.9999999641655,-80.4601518815698,49.54541328433705,-30.91473859723275,233.68406028519144,479
1055000,2109.999999963929,-88.6001694642091,48.198223430257165,-40.40194603395194,227.32995454245204,479
1060000,2119.9999999636925,-80.4623810287776,62.96019374302428,-17.502187285753322,296.95571668313073,480
1065000,2129.999999963456,-93.64409720349943,61.46706770234709,-32.17702950115234,289.91329373066543,480
1070000,2139.9999999632196,-72.7274339587384,63.604756956737795,-9.122677002000607,299.99583965125754,480
1075000,2149.999999962983,-47.50656139226339,50.903610333821995,3.3970489415586016,240.09008215788305,480
1080000,2159.9999999627466,-64.20588909758953,50.97241142613075,-13.233477671458786,240.41458684029425,480
1085000,2169.99999996251,-70.66367416431967,69.62642819047659,-1.0372459738430848,328.39743104634783,480
1090000,2179.9999999622737,-72.24032688961597,63.035953785702766,-9.204373103913206,297.31304369297703,481
1095000,2189.9999999620372,-83.91812261732412,44.425622026151785,-39.49250059117233,209.53624256169718,481
1100000,2199.9999999618008,-88.47381181715173,57.34171989299238,-31.132091924159347,270.4558311266873,481
1105000,2209.9999999615643,-80.83512672537472,43.282677546564216,-37.552449178810505,204.1454729835372,481
1110000,2219.999999961328,-80.12383573989746,70.44687676401595,-9.676958975881504,332.26712838481944,481
1115000,2229.9999999610914,-57.93419704887492,64.73431779663292,6.800120747758001,305.32348445040367,481
1120000,2239.999999960855,-71.14837318499985,79.00741037093518,7.859037185935321,372.64342396625375,481
1125000,2249.9999999606184,-83.83467954624211,45.144247246552965,-38.69043229968915,212.92568364604023,478
1130000,2259.999999960382,-79.16713601670926,43.61660750093369,-35.550528515775575,205.7204746318245,478
1135000,2269.9999999601455,-74.65064789481403,75.58513458803452,0.9344866932204923,356.50204482840473,479
1140000,2279.999999959909,-77.06496149441227,77.33890649693421,0.2739450025219412,364.77382042413586,479
1145000,2289.9999999596726,-86.56493848813989,69.71420593626961,-16.85073255187028,328.8114403093623,479
1150000,2299.999999959436,-63.40451332909015,69.18828762031295,5.783774291222798,326.33091346935396,479
1155000,2309.9999999591996,-58.82620616524946,74.31207377729251,15.485867612043052,350.4975733844619,479
1160000,2319.999999958963,-62.39725022918719,47.56322781978022,-14.834022409406977,224.3349577772028,479
1165000,2329.9999999587267,-62.865342542529106,69.85830791957093,6.992965377041827,329.4911063837928,480
1170000,2339.99999995849,-73.89079486619471,68.16167820309393,-5.729116663100783,321.4888455353159,480
1175000,2349.9999999582537,-73.740539287508,80.23382769120236,6.493288403694365,378.42789845149787,480
1180000,2359.9999999580173,-86.61897187354771,44.58230640921925,-42.03666546432846,210.2752543165968,480
1185000,2369.999999957781,-77.17727360425897,71.74595590729739,-5.431317696961585,338.39431693185253,480
1190000,2379.9999999575443,-96.61168465983974,54.96419986731417,-41.64748479252557,259.24210827768496,480
1195000,2389.999999957308,-68.37414885265389,71.93280990015988,3.5586610475059928,339.2756255503117,481
1200000,2399.9999999570714,-98.9266406760762,65.53254257945548,-33.39409809662072,309.08836188113065,481
1205000,2409.999999956835,-73.72078787206556,33.98709201487333,-39.733695857192224,160.30225873265275,481
1210000,2419.9999999565985,-81.61978286947124,59.23031499196167,-22.389467877509567,279.3635087845378,481
1215000,2429.999999956362,-66.53233397513395,73.41057334224794,6.878239367113991,346.24558983956564,481
1220000,2439.9999999561255,-58.71196275497641,62.81353817213023,4.101575417153818,296.2640064520891,478
1225000,2449.999999955889,-59.40770126669668,65.89533914201537,6.487637875318697,310.7995147038947,478
1230000,2459.9999999556526,-63.836963721812936,70.88082431512314,7.0438605933102,334.3138693235129,478
1235000,2469.999999955416,-76.55836963094043,62.21405142552596,-14.344318205414474,293.4364894783245,479
1240000,2479.9999999551796,-86.66694514539267,57.54216019040373,-29.124784954988947,271.4012204057119,479
1245000,2489.999999954943,-63.043916219024595,53.985035455225336,-9.058880763799259,254.62381769666726,479
1250000,2499.9999999547067,-73.74140160188108,64.00784632913846,-9.73355527274262,301.89703604778003,479
1255000,2509.9999999544702,-68.17900691914838,60.484403721825736,-7.6946031973226425,285.27849721486297,480
1260000,2519.9999999542338,-80.13059453573078,48.8651554819028,-31.265439053827983,230.47558154264408,480
1265000,2529.9999999539973,-69.25677189886574,76.30456985847017,7.047797959604438,359.89530656472226,480
1270000,2539.999999953761,-87.8715745071313,56.464350422068414,-31.407224085062886,266.31766279293765,480
1275000,2549.9999999535244,-47.07179032807471,57.53874261421581,10.466952286141101,271.38510119250964,480
1280000,2559.999999953288,-76.65624985724503,61.430236623872545,-15.226013233372484,289.7395776307871,480
1285000,2569.9999999530514,-50.88832866316352,79.70901060705665,28.820681943893135,375.95256564064056,481
1290000,2579.999999952815,-78.80709757329896,57.43961793735815,-21.36747963594081,270.9175734149206,481
1295000,2589.9999999525785,-105.14786782213196,82.7011486975273,-22.446719124604655,390.06517327805034,481
1300000,2599.999999952342,-56.084735068429154,69.22618117800455,13.141446109575398,326.50964081933506,481
1305000,2609.9999999521056,-73.95812276296783,59.09128917034952,-14.866833592618313,278.7077847462224,481
1310000,2619.999999951869,-64.93575118453009,38.93168587390509,-26.004065310625002,183.6237468956155,481
1315000,2629.9999999516326,-60.98565252700064,59.676283766922516,-1.3093687600781223,281.46694858218723,481
1320000,2639.999999951396,-95.71458880841965,45.43628781783284,-50.27830099058681,214.30311138234822,479
1325000,2649.9999999511597,-83.95339739057817,72.38876511685898,-11.564632273719198,341.4261670289947,479
1330000,2659.999999950923,-68.33390065451385,68.31186641818972,-0.022034236324131484,322.19721770508977,479
1335000,2669.9999999506867,-62.27627334835415,59.26812979325216,-3.008143555101995,279.5418646749958,479
1340000,2679.9999999504503,-53.54652114394412,59.68617197438853,6.13965083044441,281.51358693509263,479
1345000,2689.999999950214,-76.12932636844107,55.63294338467657,-20.496382983764498,262.39627916994897,479
1350000,2699.9999999499773,-73.87672112671135,62.948054358506845,-10.9286667682045,296.89846051196685,479
1355000,2709.999999949741,-60.30228379815321,58.33552608666416,-1.966757711489052,275.14318059213645,480
1360000,2719.9999999495044,-53.76905373571208,75.26150984122951,21.492456105517434,354.9756483402344,480
1365000,2729.999999949268,-82.33073528653938,51.864201386278374,-30.466533900261005,244.620770319134,480
1370000,2739.9999999490315,-82.39262710305047,66.81465369388751,-15.577973409162965,315.13551965207944,480
1375000,2749.999999948795,-63.710514566254005,57.09969031867328,-6.610824247580723,269.3142834053796,480
1380000,2759.9999999485585,-64.67457446904154,84.04695623879445,19.372381769752906,396.41275925540174,480
1385000,2769.999999948322,-77.58312073547859,45.61443881892144,-31.968681916557145,215.14337179231472,481
1390000,2779.9999999480856,-77.96317419063917,57.58780535772691,-20.375368832912258,271.6165087104287,481
1395000,2789.999999947849,-73.61743390994707,68.7419766911366,-4.8754572188104675,324.22585987981097,481
1400000,2799.9999999476127,-77.66197221150651,50.52092479268526,-27.141047418821252,238.28512171579226,481
1405000,2809.999999947376,-77.15467618178263,75.62548436140916,-1.5291918203734696,356.69235707425605,481
1410000,2819.9999999471397,-76.97649521986023,75.0534331849576,-1.9230620349026282,353.9942416939897,481
1415000,2829.9999999469032,-87.93558132435646,52.28894955578144,-35.64663176857502,246.6241217954564,479
1420000,2839.999999946667,-79.22948466089792,77.28243991181047,-1.9470447490874534,364.5074922212318,479
1425000,2849.9999999464303,-78.96592683771996,51.488467642134225,-27.477459195585737,242.84859846512467,479
1430000,2859.999999946194,-60.54097395867575,71.200658502925,10.659684544249245,335.82238740155634,479
1435000,2869.9999999459574,-80.91577042494464,81.76265405777038,0.8468836328257368,385.63870423810766,479
1440000,2879.999999945721,-93.39867210587545,79.53858099634526,-13.860091109530188,375.1487236543945,479
1445000,2889.9999999454844,-62.01826509361126,87.80596619063012,25.787701097018854,414.1423662960418,480
1450000,2899.999999945248,-100.69590211068135,56.390706578730025,-44.30519553195132,265.9703169704786,480
1455000,2909.9999999450115,-86.99516921117538,69.45982779544384,-17.535341415731537,327.6116497968719,480
